timestamp,provider,model,run,warmup,decode_tps,prefill_tps,ttft_ms,out_tokens,prompt_tokens,wall_s
2026-06-28T18:38:22,ollama,gemma4:latest,1,True,104.1,196.8,,256,29,4.89
2026-06-28T18:38:26,ollama,gemma4:latest,2,False,106.7,698.4,3556,224,29,4.49
2026-06-28T18:38:31,ollama,gemma4:latest,3,False,103.1,756.2,4648,256,29,4.89
2026-06-28T18:38:36,ollama,qwen2.5:3b,1,True,184.1,422.4,4333,92,44,4.83
2026-06-28T18:38:38,ollama,qwen2.5:3b,2,False,195.5,8137.6,2155,61,44,2.47
2026-06-28T18:38:41,ollama,qwen2.5:3b,3,False,189.5,5608.7,2207,109,44,2.78
2026-06-28T18:38:52,openai,gpt-4o-mini,1,True,74.5,,954,108,21,2.43
2026-06-28T18:38:54,openai,gpt-4o-mini,2,False,78.6,,853,105,21,2.19
2026-06-28T18:38:57,openai,gpt-4o-mini,3,False,62.7,,924,116,21,2.8
